Id,Start,End,Implementor,Requestor,Department,IsApproved,RiskEval_RiskValue,RiskEval_Result,SubmittedOn,SubmittedBy,Category,TypeOfChange,WorkflowApprovedOn,WorkflowStep,DB_CreatedDate,DB_LastModifiedDate,Dump,Closed Status,Season,WorkflowStep,TotalTimeForChange,CLOSED COUNT
3062,9/20/2020 5:00,9/20/2020 7:00,mberry,mridgill,FINAID,1,3,C2,35:26.0,tbowser,Banner,Normal,40:34.0,Completed,01:18.7,01:00.1,1:55,FALSE,Fall,Completed,2,0
3061,9/20/2020 5:00,9/20/2020 7:00,motgonyi,msmit319,IS,0,3,C2,40:45.0,degregio,DegreeWorks,Normal,42:02.0,Completed,01:18.7,01:00.0,1:55,FALSE,Fall,Completed,2,0
3060,9/20/2020 5:00,9/20/2020 7:00,nlupica1,mblatnic,Infrastructure Operations,0,4,C2,03:53.0,mladoia,WWW,Normal,28:47.0,Completed,01:18.6,01:00.0,1:55,FALSE,Fall,Completed,2,0
3059,9/22/2020 5:00,9/22/2020 7:00,degregio,degregio,GPS (Graduation Planning System),1,4,C4,44:42.0,aesterl1,Outsystems,Normal,45:30.0,Completed,01:18.5,00:59.9,1:55,FALSE,Fall,Completed,2,0
3058,9/26/2020 1:00,9/26/2020 14:00,cshaff14,jfishe16,DCO,1,3,S3,35:34.0,adhuston,IE - CIG,Standard,00:00.0,Implemented,01:18.5,01:00.4,12:57,FALSE,Fall,CAB2,13,0
3057,9/19/2020 7:00,9/19/2020 9:00,jeveleth,jfishe16,OUA/Data Center,0,4,IE,39:18.0,cshaff14,Data Center,Informational,00:00.0,Implemented,01:18.4,01:00.4,1:55,FALSE,Fall,CAB2,2,0
3056,9/22/2020 5:00,9/22/2020 7:00,pdudipal,pdudipal,Admissions,1,3,C3,02:06.0,jbish,CRM,Normal,13:27.0,Completed,01:18.3,01:00.3,1:55,FALSE,Fall,Completed,2,0
3055,9/18/2020 7:00,9/18/2020 8:00,tmohr2,jburton,Infrastructure Operations,1,4,IE,23:03.0,jhale16,Security,Informational,00:00.0,Implemented,01:18.2,01:00.2,0:57,FALSE,Fall,CAB2,1,0
3054,9/20/2020 5:00,9/20/2020 5:30,mboehlke,tschind4,Security and Access Mgmt,0,3,C2,49:58.0,mridgill,Banner,Normal,22:16.0,Completed,01:48.6,00:34.6,0:28,FALSE,Fall,Completed,0.5,0
3053,9/20/2020 5:00,9/20/2020 9:00,tbordon1,tbordon1,Network,1,4,C4,28:55.0,wwroblew,IE - Server,Urgent,48:30.0,Completed,01:48.5,00:34.5,4:04,FALSE,Fall,Completed,4,0
3052,9/23/2020 14:00,9/23/2020 14:30,wrobins,wrobins,Information Technology,0,3,C3,59:19.0,cirobert,Talend,Normal,13:04.0,Completed,01:48.4,00:34.4,0:28,FALSE,Fall,Completed,0.5,0
3051,9/24/2020 6:00,9/24/2020 7:00,tmohr2,wbainey,Infrastructure Operations,1,4,C4,56:45.0,wrobins,Web,Normal,57:21.0,Completed,00:36.8,00:34.7,0:57,FALSE,Fall,Completed,1,0
3050,9/22/2020 6:00,9/22/2020 7:00,dmaxwel9,mbungar1,IT-SDI,1,4,C4,04:21.0,wrobins,Outsystems,Normal,56:43.0,Completed,00:36.8,00:34.6,0:57,FALSE,Fall,Completed,1,0
3049,9/17/2020 6:00,9/17/2020 8:00,mberry,ssteph20,Academic Student Support Services,1,4,E2,51:40.0,tmohr2,IE - Server,Emergency,15:06.0,Completed,00:35.5,00:34.8,1:55,FALSE,Fall,Completed,2,0
3048,9/15/2020 5:00,9/15/2020 7:00,adhuston,adhuston,Infrastructure Engineering,1,3,S2,52:46.0,mladoia,WWW,Standard,00:00.0,Implemented,00:35.4,00:34.8,1:55,FALSE,Fall,CAB2,2,0
3047,9/19/2020 10:00,9/19/2020 10:30,nlupica1,nlupica1,Infrastructure Engineering,1,3,V2,01:41.0,jbish,CRM,Vendor,00:00.0,Implemented,01:17.4,00:48.4,0:28,FALSE,Fall,CAB2,0.5,0
3046,9/20/2020 5:00,9/20/2020 7:00,tmohr2,tmohr2,Infrastructure Operations,1,3,C2,08:17.0,degregio,DegreeWorks,Normal,05:53.0,Completed,01:17.3,00:48.3,1:55,FALSE,Fall,Completed,2,0
3045,9/22/2020 5:00,9/22/2020 6:30,mgeist,tbordon1,Network Services,0,4,C2,45:41.0,jbish,CRM,Normal,03:10.0,Completed,01:17.2,00:48.3,1:26,FALSE,Fall,Completed,1.5,0
3044,9/22/2020 6:00,9/22/2020 7:00,msnodgr1,mgeist,NTS,0,4,C4,02:03.0,slease1,Outsystems,Normal,43:29.0,Completed,00:56.6,00:48.5,0:57,FALSE,Fall,Completed,1,0
3043,9/22/2020 6:00,9/22/2020 7:00,nlupica1,nlupica1,Infrastructure Engineering,1,3,C3,23:09.0,slease1,Outsystems,Normal,42:48.0,Completed,00:19.2,00:48.6,0:57,FALSE,Fall,Completed,1,0
3042,9/15/2020 6:00,9/15/2020 7:00,msmit319,msmit319,--REPLACE IN EDITOR--,0,4,IE,36:01.0,achiccar,Network,Informational,00:00.0,Implemented,01:23.4,02:00.5,0:57,FALSE,Fall,CAB2,1,0
3041,9/13/2020 2:00,9/13/2020 4:00,tmohr2,tmohr2,Infrastructure Operations,1,2,C1,10:10.0,jschilen,IE - Server,Urgent,27:10.0,Completed,01:48.5,01:06.4,1:55,FALSE,Fall,Completed,2,0
3040,9/15/2020 5:00,9/15/2020 7:00,achiccar,mgeist,NTS,0,4,C4,08:32.0,wrobins,Web,Urgent,10:52.0,Completed,00:35.2,00:51.7,1:55,FALSE,Fall,Completed,2,0
3039,9/17/2020 5:00,9/17/2020 7:00,mberry,codaniel,Procurement,1,4,C4,36:34.0,ckourckl,Outsystems,Normal,05:18.0,Completed,45:22.1,00:51.9,1:55,FALSE,Fall,Completed,2,0
3038,9/17/2020 6:00,9/17/2020 7:00,dmills1,dmills1,Information Technology,0,4,C4,44:25.0,msmit319,Outsystems,Normal,07:25.0,Completed,45:22.0,00:51.8,0:57,FALSE,Fall,Completed,1,0
3037,9/15/2020 6:00,9/15/2020 7:00,achiccar,achiccar,NTS,0,4,C4,18:45.0,tbordon1,Network,Normal,25:59.0,Completed,00:59.9,00:52.0,0:57,FALSE,Fall,Completed,1,0
3036,9/13/2020 3:00,9/13/2020 8:00,tbordon1,tbordon1,Network,1,4,S4,32:41.0,tmohr2,IE - Server,Standard,00:00.0,Implemented,00:59.9,00:52.4,5:02,FALSE,Fall,CAB2,5,0
3035,9/26/2020 3:00,9/26/2020 8:00,dmaxwel9,msmit319,Is,1,4,S4,37:07.0,tmohr2,IE - Server,Standard,00:00.0,Implemented,00:59.8,00:52.3,5:02,FALSE,Fall,CAB2,5,0
3034,9/15/2020 5:00,9/15/2020 7:00,jfishe16,jfranci2,data center,1,3,C2,39:17.0,treynold,Banner,Normal,47:17.0,Completed,00:59.7,00:52.2,1:55,FALSE,Fall,Completed,2,0
3033,9/27/2020 1:00,9/27/2020 8:00,mladoia,sstillis,IS,0,3,S3,40:15.0,tmohr2,IE - Server,Standard,00:00.0,Implemented,00:59.6,00:52.1,6:57,FALSE,Fall,CAB2,7,0
3032,9/15/2020 5:00,9/15/2020 7:00,jbish,jbish,Admissions,1,3,C2,44:00.0,treynold,Banner,Normal,48:25.0,Completed,00:59.5,00:52.0,1:55,FALSE,Fall,Completed,2,0
3031,9/17/2020 6:30,9/17/2020 7:00,rbungo,jburton,Educational Technology Support,1,4,C4,02:15.0,akelley1,CRM,Normal,42:52.0,Completed,00:53.4,00:53.2,0:28,FALSE,Fall,Completed,0.5,0
3030,9/13/2020 5:00,9/13/2020 7:00,jlpiporo,mgeist,NTS,1,3,C2,28:03.0,tbowser,Banner,Normal,42:21.0,Completed,00:46.0,00:53.3,1:55,FALSE,Fall,Completed,2,0
3029,9/11/2020 5:00,9/11/2020 7:00,msnodgr1,mgeist,NTS,0,4,C1,56:47.0,jschilen,IE - Server,Normal,59:36.0,Completed,00:43.2,00:53.4,1:55,FALSE,Fall,Completed,2,0
3028,9/8/2020 17:00,9/8/2020 17:30,sshaff17,sshaff17,NTS,1,4,E4,31:13.0,rmmiles,IAM,Emergency,58:08.0,Completed,01:13.4,00:48.0,0:28,FALSE,Fall,Completed,0.5,0
3027,9/13/2020 5:00,9/13/2020 5:30,jtboehm,jtboehm,SDI,1,3,C2,23:05.0,mridgill,Banner,Normal,25:47.0,Completed,00:40.4,00:48.0,0:28,FALSE,Fall,Completed,0.5,0
3026,9/6/2020 6:00,9/6/2020 6:30,cirobert,bzahn,Admissions Operations Systems,1,4,C4,02:01.0,tschind4,IE - Server,Urgent,21:56.0,Completed,30:14.6,01:08.6,0:28,FALSE,Fall,Completed,0.5,0
3025,9/7/2020 16:06,9/8/2020 16:32,wrobins,aesterl1,Office of the President,1,4,C3,32:17.0,dbetting,CRM,Normal,44:40.0,Completed,01:06.3,00:32.8,0:28,FALSE,Fall,Completed,24.43333333,0
3024,9/8/2020 5:00,9/8/2020 7:00,alizak,mgeist,NTS,1,3,S2,58:52.0,jtboehm,FlashLine,Standard,00:00.0,Implemented,15:18.4,00:56.1,1:55,FALSE,Fall,CAB2,2,0
3023,9/10/2020 5:00,9/10/2020 5:30,mberry,tbowser,EMSA,1,4,C4,01:35.0,adhuston,Other,Normal,00:00.0,Implemented,00:11.2,00:56.2,0:28,FALSE,Fall,CAB2,0.5,0
3022,9/3/2020 5:00,9/3/2020 7:00,amoreira,amoreira,"OGE, UCM, FlashPerks, WKSU, Financial Aid",0,3,C2,32:03.0,ssteph20,Banner,Urgent,35:40.0,Completed,01:03.9,00:33.0,1:55,FALSE,Fall,Completed,2,0
3021,9/4/2020 12:00,9/4/2020 13:00,cshaff14,dmaxwel9,Curriculum Plng & Admin,1,4,C3,14:38.0,nlupica1,Data Center,Urgent,20:19.0,Completed,01:03.8,00:32.9,0:57,FALSE,Fall,Completed,1,0
3020,9/6/2020 5:00,9/6/2020 7:00,tbordon1,tbordon1,Network,0,3,C2,15:37.0,ssteph20,Banner,Normal,21:46.0,Completed,01:03.6,00:32.8,1:55,FALSE,Fall,Completed,2,0
3019,9/7/2020 16:06,9/8/2020 16:32,mberry,jdunfee,Information Technology,1,4,C3,32:17.0,dbetting,CRM,Normal,44:40.0,Completed,01:03.5,00:47.2,0:28,FALSE,Fall,Completed,24.43333333,0
3018,9/7/2020 16:36,9/7/2020 16:39,whall0,jfishe16,DCO,0,4,C4,51:03.0,dbetting,CRM,Normal,48:56.0,Completed,01:03.4,00:32.7,0:00,FALSE,Fall,Completed,0.05,0
3017,9/6/2020 5:00,9/6/2020 7:00,mberry,ssteph20,HR Training,1,3,C2,15:20.0,tbowser,Banner,Normal,34:06.0,Completed,00:29.1,00:33.1,1:55,FALSE,Fall,Completed,2,0
3016,9/12/2020 7:00,9/12/2020 9:00,mberry,tbowser,EMSA,1,4,IE,39:42.0,cshaff14,Data Center,Informational,00:00.0,Implemented,01:09.8,00:33.8,1:55,FALSE,Fall,CAB2,2,0
3015,9/4/2020 14:00,9/4/2020 15:02,sbarbour,tbordon1,Security,1,4,C4,15:49.0,creeder2,Talend,Normal,43:23.0,Completed,01:09.7,00:33.6,0:57,FALSE,Fall,Completed,1.033333333,0
3014,9/6/2020 5:00,9/6/2020 5:10,mboehlke,mboehlke,Security,0,4,C1,38:48.0,jschilen,IE - Server,Normal,38:42.0,Completed,00:22.9,00:33.9,0:14,FALSE,Fall,Completed,0.166666667,0
3013,9/6/2020 5:00,9/6/2020 6:00,jschilen,rbain,ET,1,4,C2,41:29.0,czehner1,Ed Tech,Normal,45:12.0,Completed,00:22.8,00:33.8,0:57,FALSE,Fall,Completed,1,0
3012,9/6/2020 5:00,9/6/2020 7:00,rdivince,mladoia,IT/UCM,1,4,C1,30:02.0,jschilen,IE - Server,Normal,39:06.0,Completed,01:36.2,01:02.2,1:55,FALSE,Fall,Completed,2,0
3011,9/3/2020 5:00,9/3/2020 7:00,sbarbour,sbarbour,Security & Access Management,0,4,C4,29:48.0,nlupica1,Network,Normal,33:57.0,Completed,01:36.1,01:02.0,1:55,FALSE,Fall,Completed,2,0
3010,9/6/2020 5:00,9/6/2020 6:00,qdu,qdu,ITIE,1,4,C3,16:04.0,jschilen,IE - Server,Normal,38:53.0,Completed,01:36.0,01:02.0,0:57,FALSE,Fall,Completed,1,0
3009,9/6/2020 16:33,9/6/2020 16:38,alizak,mgeist,NTS,1,4,C4,05:41.0,dbetting,Other,Normal,00:00.0,Implemented,01:35.8,01:01.9,0:00,FALSE,Fall,CAB2,0.083333333,0
3008,9/15/2020 7:00,9/15/2020 7:30,jschilen,jschilen,IE,1,4,IE,11:11.0,adhuston,Other,Informational,00:00.0,Implemented,01:08.8,00:59.7,0:28,FALSE,Fall,CAB2,0.5,0
3007,10/11/2020 5:00,10/11/2020 7:00,wrobins,jdunfee,Human Resources,1,3,C2,56:05.0,mberry,Banner,Normal,55:06.0,Completed,30:29.5,00:59.8,1:55,FALSE,Fall,Completed,2,0
3006,8/28/2020 12:00,8/28/2020 12:30,wrobins,jdunfee,Student Success,1,3,C3,51:03.0,mgeist,Network,Urgent,53:55.0,Completed,04:53.9,00:59.9,0:28,FALSE,Fall,Completed,0.5,0
3004,9/3/2020 6:00,9/3/2020 7:00,mberry,degregio,GPS (Graduation Planning System),0,4,C4,31:23.0,msmit319,Outsystems,Normal,58:38.0,Completed,45:09.7,00:58.6,0:57,FALSE,Fall,Completed,1,0
3003,9/3/2020 5:00,9/3/2020 7:00,jlpiporo,mgeist,Network Services,1,3,C2,38:35.0,treynold,Banner,Normal,44:12.0,Completed,45:09.5,00:58.5,1:55,FALSE,Fall,Completed,2,0
3002,8/27/2020 13:00,8/27/2020 14:00,cshaff14,wbainey,data center,1,4,C4,01:19.0,dmills1,IE - CIG,Urgent,06:28.0,Completed,00:23.2,00:58.7,0:57,FALSE,Fall,Completed,1,0
3001,9/3/2020 5:00,9/3/2020 7:00,cshaff14,wrobins,Bursars Office,1,3,S2,39:04.0,mladoia,WWW,Standard,00:00.0,Implemented,00:29.6,00:44.7,1:55,FALSE,Fall,CAB2,2,0
3000,8/26/2020 12:00,8/26/2020 13:00,jschilen,rbain, IS Course Management,0,4,E4,20:59.0,wrobins,Outsystems,Emergency,40:45.0,Completed,00:29.5,00:44.7,0:57,FALSE,Fall,Completed,1,0
2999,9/10/2020 2:00,9/10/2020 6:00,alizak,mgeist,NTS,1,3,V2,12:55.0,jburton,Ed Tech,Vendor,00:00.0,Implemented,01:02.6,00:44.8,4:04,FALSE,Fall,CAB2,4,0
2998,8/24/2020 23:59,8/25/2020 4:00,cshaff14,jfishe16,Is Operations,0,3,V3,21:03.0,adhuston,Other,Vendor,00:00.0,Implemented,01:31.6,00:57.3,4:04,FALSE,Fall,CAB2,4.016666667,0
2997,9/3/2020 5:00,9/3/2020 7:00,wrobins,aesterl1,IT,1,3,C2,09:32.0,codaniel,Banner,Normal,53:52.0,Completed,30:33.9,01:24.4,1:55,FALSE,Fall,Completed,2,0
2996,9/3/2020 5:00,9/3/2020 6:30,jschilen,jschilen,IE,1,3,V2,59:44.0,mpapania,Outsystems,Vendor,00:00.0,Implemented,00:54.7,01:48.5,1:26,FALSE,Fall,CAB2,1.5,0
2995,9/15/2020 5:00,9/15/2020 7:00,jeveleth,jfishe16,OUA/Data Center,0,3,C2,11:21.0,codaniel,Banner,Normal,40:51.0,Completed,00:28.0,01:39.1,1:55,FALSE,Fall,Completed,2,0
2994,8/23/2020 5:00,8/23/2020 9:00,alizak,mgeist,NTS,1,4,C3,23:09.0,wwroblew,IE - Server,Urgent,53:01.0,Completed,00:27.9,01:39.0,4:04,FALSE,Fall,Completed,4,0
2993,8/20/2020 9:21,8/20/2020 12:04,cshaff14,tsmith39,Information Technology,1,4,IE,05:11.0,khodar,IE - Server,Informational,00:00.0,Implemented,00:49.9,01:39.2,2:38,FALSE,Fall,CAB2,2.716666667,0
2992,8/19/2020 12:00,8/19/2020 23:59,mberry,codaniel,Bursar,1,4,C4,03:30.0,lpark,Security,Normal,19:56.0,CAB,00:59.1,45:11.0,12:00,FALSE,Fall,CAB,11.98333333,0
2991,8/19/2020 13:34,8/19/2020 23:59,sbarbour,sawatkin,Security,1,4,C4,19:35.0,lpark,Security,Normal,19:44.0,CAB,00:59.0,45:10.9,10:19,FALSE,Fall,CAB,10.41666667,0
2990,8/23/2020 5:00,8/23/2020 7:00,mladoia,mladoia,IT/UCM,1,3,C2,20:46.0,tbowser,Banner,Normal,44:38.0,Completed,00:58.9,01:11.9,1:55,FALSE,Fall,Completed,2,0
2989,9/8/2020 5:00,9/8/2020 7:00,achiccar,achiccar,NTS,1,3,C2,02:26.0,codaniel,Banner,Normal,39:02.0,Completed,00:58.8,01:11.8,1:55,FALSE,Fall,Completed,2,0
2988,9/12/2020 8:00,9/12/2020 20:00,alizak,mgeist,NTS,1,3,C2,29:12.0,alizak,Network,Normal,02:14.0,Completed,00:57.3,01:28.7,12:00,FALSE,Fall,Completed,12,0
2987,8/19/2020 8:30,8/19/2020 10:30,czehner1,rbain,Course Management,1,4,C4,56:18.0,lpark,Security,Normal,28:53.0,Completed,00:57.2,01:12.1,1:55,FALSE,Fall,Completed,2,0
2986,8/22/2020 11:00,8/22/2020 17:00,qdu,qdu,ITIE,1,3,S3,36:52.0,adhuston,IE - CIG,Standard,00:00.0,Implemented,00:57.1,01:12.0,6:00,FALSE,Fall,CAB2,6,0
2982,8/18/2020 5:00,8/18/2020 5:15,jeveleth,jfishe16,Data Center Operations,1,3,C2,25:05.0,mridgill,Banner,Urgent,00:25.0,Completed,01:10.4,01:48.7,0:14,FALSE,Fall,Completed,0.25,0
2981,8/17/2020 18:30,8/17/2020 20:30,jlpiporo,jlpiporo,network services,1,4,IE,41:49.0,tbordon1,Network,Informational,00:00.0,Implemented,01:10.4,01:48.6,1:55,FALSE,Fall,CAB2,2,0
2980,8/30/2020 5:00,8/30/2020 6:30,jtboehm,sstillis,sdi,1,3,V2,59:44.0,mpapania,Outsystems,Vendor,00:00.0,Implemented,01:10.3,45:10.7,1:26,FALSE,Fall,CAB2,1.5,0
2979,8/20/2020 5:00,8/20/2020 7:00,wbainey,jeveleth,IE - Data Center,1,4,C3,37:18.0,wrobins,Outsystems,Normal,38:15.0,Completed,45:08.8,01:16.4,1:55,FALSE,Fall,Completed,2,0
2978,8/16/2020 5:00,8/16/2020 6:00,cshaff14,ldanes,IS-SDI,0,4,C4,24:30.0,czehner1,Ed Tech,Normal,25:23.0,Completed,30:07.7,01:16.5,0:57,FALSE,Fall,Completed,1,0
2977,8/29/2020 0:00,8/29/2020 7:00,cshaff14,khodar,IT / Data Center Operations,1,3,V2,06:38.0,jburton,Ed Tech,Vendor,00:00.0,Implemented,15:18.6,01:16.6,6:57,FALSE,Fall,CAB2,7,0
2976,8/16/2020 5:00,8/16/2020 7:00,wrobins,ckourckl,it/sdi,0,4,C1,18:09.0,jschilen,IE - Server,Normal,25:15.0,Completed,30:29.5,01:16.7,1:55,FALSE,Fall,Completed,2,0
2975,8/16/2020 5:00,8/16/2020 6:00,mladoia,mladoia,IT/UCM,1,4,C2,26:17.0,czehner1,Ed Tech,Normal,28:13.0,Completed,15:18.1,01:16.8,0:57,FALSE,Fall,Completed,1,0
2973,8/13/2020 7:30,8/13/2020 13:00,jdunfee,msmit319,is,1,4,IE,39:04.0,cshaff14,Data Center,Informational,00:00.0,Implemented,01:02.8,01:50.7,5:31,FALSE,Fall,CAB2,5.5,0
2972,8/16/2020 5:00,8/16/2020 7:00,wrobins,mpapania,IT/SDI,0,3,S2,03:18.0,jtboehm,FlashLine,Standard,00:00.0,Implemented,01:01.4,01:17.2,1:55,FALSE,Fall,CAB2,2,0
2971,8/17/2020 7:30,8/17/2020 16:30,dtricker,degregio,Accounts Payable,1,4,IE,57:41.0,cshaff14,Data Center,Informational,00:00.0,Implemented,01:01.3,01:17.1,9:07,FALSE,Fall,CAB2,9,0
2970,8/16/2020 5:00,8/16/2020 7:00,degregio,degregio,GPS (Graduation Planning System),1,3,C2,17:41.0,ssteph20,Banner,Normal,42:04.0,Completed,01:01.2,01:17.0,1:55,FALSE,Fall,Completed,2,0
2969,8/16/2020 5:00,8/16/2020 5:45,alizak,mgeist,NTS,1,3,C2,00:32.0,mridgill,Banner,Normal,58:42.0,Completed,01:01.1,01:16.9,0:43,FALSE,Fall,Completed,0.75,0
2968,8/11/2020 8:00,8/11/2020 16:00,mberry,tbowser,Student Sucess Department,0,4,IE,35:55.0,khodar,IE - Server,Informational,00:00.0,Implemented,00:50.9,01:51.0,7:55,FALSE,Fall,CAB2,8,0
2967,8/16/2020 5:00,8/16/2020 7:00,rbain,rbain,Course Management and Educational Technology,0,3,C2,25:08.0,treynold,Banner,Normal,05:17.0,Completed,00:49.6,01:17.6,1:55,FALSE,Fall,Completed,2,0
2966,8/16/2020 5:00,8/16/2020 7:00,jschilen,lheilman,Payroll,1,3,C2,58:22.0,tbowser,Banner,Normal,07:28.0,Completed,00:49.5,01:17.5,1:55,FALSE,Fall,Completed,2,0
2965,8/16/2020 5:00,8/16/2020 5:30,khodar,khodar,IE,1,3,C2,34:44.0,mridgill,Banner,Normal,57:18.0,Completed,00:49.4,01:17.4,0:28,FALSE,Fall,Completed,0.5,0
2964,8/18/2020 6:00,8/18/2020 6:30,mladoia,sstillis,IS/UCM,0,4,C3,32:52.0,jdunfee,Outsystems,Normal,50:23.0,Completed,00:49.3,01:17.3,0:28,FALSE,Fall,Completed,0.5,0
2963,8/16/2020 5:00,8/16/2020 7:00,jschilen,wbainey,Security,1,3,C3,18:08.0,pdudipal,CRM,Normal,45:02.0,Completed,00:41.1,01:31.9,1:55,FALSE,Fall,Completed,2,0
2962,8/18/2020 5:00,8/18/2020 7:00,achiccar,achiccar,NTS,0,3,S2,10:47.0,mladoia,WWW,Standard,00:00.0,Implemented,00:41.0,01:31.8,1:55,FALSE,Fall,CAB2,2,0
2961,8/16/2020 5:00,8/16/2020 7:00,sshaff17,mwill186,NTS,0,3,C3,40:14.0,pdudipal,CRM,Normal,44:45.0,Completed,00:40.9,01:31.7,1:55,FALSE,Fall,Completed,2,0
2960,8/18/2020 5:00,8/18/2020 7:00,lbowser,dtaylor3,Admissions,0,4,C4,07:44.0,nlupica1,IE - Server,Normal,43:29.0,Completed,00:40.8,01:31.6,1:55,FALSE,Fall,Completed,2,0
2959,8/11/2020 7:30,8/11/2020 16:30,rmmiles,rmmiles,Service Management and Security,1,4,IE,42:05.0,cshaff14,Data Center,Informational,00:00.0,Implemented,00:13.1,01:50.6,9:07,FALSE,Fall,CAB2,9,0
2958,8/16/2020 5:00,8/16/2020 7:00,mladoia,sstillis,IS,0,4,C1,55:49.0,jschilen,IE - Server,Normal,43:44.0,Completed,01:09.8,01:34.3,1:55,FALSE,Fall,Completed,2,0
2957,8/16/2020 5:00,8/16/2020 6:00,wrobins,jdunfee,President's Office,1,4,C2,02:31.0,czehner1,Ed Tech,Normal,00:00.0,Implemented,00:16.8,01:34.6,0:57,FALSE,Fall,CAB2,1,0
2956,8/16/2020 5:00,8/16/2020 6:00,adhuston,adhuston,Infrastructure Engineering,1,4,C3,12:15.0,rbungo,Ed Tech,Normal,21:03.0,Completed,00:16.7,01:34.5,0:57,FALSE,Fall,Completed,1,0
2955,8/11/2020 5:00,8/11/2020 7:00,czehner1,rbain,Course Management,0,3,C2,33:31.0,tbowser,Banner,Normal,39:08.0,Completed,01:16.5,01:50.9,1:55,FALSE,Fall,Completed,2,0
2954,8/11/2020 6:00,8/11/2020 7:00,mberry,smarsh22,HR,0,4,E2,55:52.0,rmmiles,IAM,Emergency,12:44.0,Completed,01:16.5,01:50.8,0:57,FALSE,Fall,Completed,1,0
2953,8/13/2020 7:30,8/13/2020 13:00,motgonyi,dabbott5,Registrar,0,4,IE,39:04.0,cshaff14,Data Center,Informational,00:00.0,Implemented,01:16.4,00:50.6,5:31,FALSE,Fall,CAB2,5.5,0
2952,8/11/2020 7:30,8/11/2020 16:30,mberry,tbowser,EMSA,1,4,IE,42:05.0,cshaff14,Data Center,Informational,00:00.0,Implemented,01:16.3,00:37.5,9:07,FALSE,Fall,CAB2,9,0
2951,8/10/2020 23:59,8/11/2020 3:00,cshaff14,mbungar1,IS-SDI,0,3,V3,19:23.0,adhuston,Other,Vendor,00:00.0,Implemented,01:16.2,01:50.5,3:07,FALSE,Fall,CAB2,3.016666667,0
2950,8/11/2020 8:00,8/11/2020 16:00,motgonyi,wrobins,Division of Information Technology,0,4,IE,35:55.0,khodar,IE - Server,Informational,00:00.0,Implemented,00:27.9,00:41.7,7:55,FALSE,Fall,CAB2,8,0
2949,8/13/2020 5:00,8/13/2020 7:00,achiccar,achiccar,NTS,1,4,C2,57:29.0,lbowser,Document Imaging,Normal,20:18.0,Completed,15:18.5,01:22.9,1:55,FALSE,Fall,Completed,2,0
2948,8/7/2020 4:00,8/7/2020 7:00,jschilen,jschilen,IE,1,3,S3,28:57.0,alizak,Network,Standard,00:00.0,Implemented,30:33.4,01:23.0,3:07,FALSE,Fall,CAB2,3,0
2947,8/11/2020 5:00,8/11/2020 7:00,ghough,ghough,Telecom,1,4,C3,39:27.0,lbowser,Document Imaging,Normal,43:15.0,Completed,00:24.1,01:23.1,1:55,FALSE,Fall,Completed,2,0
2946,8/10/2020 8:00,8/10/2020 13:00,mwinzine,mwill186,NTD,0,4,C4,00:15.0,tmohr2,IE - Server,Normal,04:08.0,Completed,00:50.1,01:23.6,5:02,FALSE,Fall,Completed,5,0
2945,9/20/2020 8:00,9/20/2020 11:00,mberry,lbowser,IS,1,3,C2,02:25.0,tmohr2,IE - Server,Normal,04:20.0,Completed,00:50.0,01:23.5,3:07,FALSE,Fall,Completed,3,0
2944,8/16/2020 3:00,8/16/2020 8:00,bzahn,cirobert,AOS,1,4,S4,16:23.0,tmohr2,IE - Server,Standard,00:00.0,Implemented,00:49.9,01:23.4,5:02,FALSE,Fall,CAB2,5,0
2943,8/13/2020 6:00,8/13/2020 6:30,adhuston,adhuston,Infrastructure Engineering,0,4,C3,15:25.0,jdunfee,Outsystems,Normal,49:44.0,Completed,00:49.8,01:23.3,0:28,FALSE,Fall,Completed,0.5,0
2942,8/13/2020 5:00,8/13/2020 7:00,tbordon1,tbordon1,Network,1,4,C4,30:46.0,ckourckl,Outsystems,Normal,52:41.0,Completed,00:49.7,01:23.2,1:55,FALSE,Fall,Completed,2,0
2941,8/6/2020 5:00,8/6/2020 7:00,alizak,mgeist,NTS,1,3,S3,03:02.0,alizak,Network,Standard,00:00.0,Implemented,01:48.1,01:20.3,1:55,FALSE,Fall,CAB2,2,0
2940,8/6/2020 6:00,8/6/2020 6:30,mberry,mridgill,Institutional Advancement,0,4,C3,10:34.0,jdunfee,Outsystems,Urgent,11:53.0,Completed,01:48.0,01:20.2,0:28,FALSE,Fall,Completed,0.5,0
2939,8/13/2020 5:00,8/13/2020 7:00,whall0,jfishe16,DCO,1,4,C4,13:05.0,ckourckl,Web,Normal,57:24.0,Completed,01:47.9,01:20.1,1:55,FALSE,Fall,Completed,2,0
2938,8/13/2020 6:00,8/13/2020 7:00,jtboehm,sstillis,sdi,0,4,C3,11:46.0,jdunfee,Outsystems,Normal,08:02.0,Completed,01:47.8,01:20.0,0:57,FALSE,Fall,Completed,1,0
2937,8/11/2020 5:00,8/11/2020 7:00,mberry,tbowser,EMSA,1,4,C2,26:17.0,achiccar,Network,Normal,39:16.0,Completed,01:47.7,01:19.9,1:55,FALSE,Fall,Completed,2,0
2936,8/6/2020 5:50,8/6/2020 7:00,wrobins,aesterl1,Office of the President,1,3,S3,46:23.0,alizak,Network,Standard,00:00.0,Implemented,01:47.6,01:23.7,1:12,FALSE,Fall,CAB2,1.166666667,0
